iso_code,country,year,wash_access
OMN,Oman,2019,90.26776
OMN,Oman,2020,90.55717
OMN,Oman,2021,90.710655
OMN,Oman,2022,90.851746
PAK,Pakistan,2000,34.82704
PAK,Pakistan,2001,34.93716
PAK,Pakistan,2002,35.047283
PAK,Pakistan,2003,35.157074
PAK,Pakistan,2004,35.266693
PAK,Pakistan,2005,35.56516
PAK,Pakistan,2006,35.865868
PAK,Pakistan,2007,36.168842
PAK,Pakistan,2008,36.47391
PAK,Pakistan,2009,37.465393
PAK,Pakistan,2010,38.4596
PAK,Pakistan,2011,39.45648
PAK,Pakistan,2012,40.455967
PAK,Pakistan,2013,41.457695
PAK,Pakistan,2014,42.46194
PAK,Pakistan,2015,43.46864
PAK,Pakistan,2016,44.47773
PAK,Pakistan,2017,45.48902
PAK,Pakistan,2018,46.504486
PAK,Pakistan,2019,47.523884
PAK,Pakistan,2020,48.546833
PAK,Pakistan,2021,49.572968
PAK,Pakistan,2022,50.60178
PLW,Palau,2000,65.43092
PLW,Palau,2001,66.31456
PLW,Palau,2002,67.19252
PLW,Palau,2003,68.06477
PLW,Palau,2004,69.1379
PLW,Palau,2005,70.22563
PLW,Palau,2006,71.32815
PLW,Palau,2007,72.44462
PLW,Palau,2008,73.57509
PLW,Palau,2009,74.71843
PLW,Palau,2010,75.87469
PLW,Palau,2011,77.04291
PLW,Palau,2012,78.22348
PLW,Palau,2013,79.41483
PLW,Palau,2014,80.61709
PLW,Palau,2015,81.829796
PLW,Palau,2016,83.04818
PLW,Palau,2017,84.27134
PLW,Palau,2018,85.49878
PLW,Palau,2019,86.72965
PLW,Palau,2020,87.96424
PLW,Palau,2021,89.20143
PLW,Palau,2022,90.44085
PSE,Palestine,2000,73.13645
PSE,Palestine,2001,73.46891
PSE,Palestine,2002,73.80082
PSE,Palestine,2003,74.13202
PSE,Palestine,2004,74.46268
PSE,Palestine,2005,74.79263
PSE,Palestine,2006,75.12199
PSE,Palestine,2007,75.45079
PSE,Palestine,2008,75.77892
PSE,Palestine,2009,76.10691
PSE,Palestine,2010,76.43481
PSE,Palestine,2011,76.76253
PSE,Palestine,2012,77.09004
PSE,Palestine,2013,77.41733
PSE,Palestine,2014,77.744354
PSE,Palestine,2015,78.07105
PSE,Palestine,2016,78.3974
PSE,Palestine,2017,78.723434
PSE,Palestine,2018,79.04902
PSE,Palestine,2019,79.374245
PSE,Palestine,2020,79.698944
PSE,Palestine,2021,80.02319
PSE,Palestine,2022,80.330185
PRY,Paraguay,2000,49.83634
PRY,Paraguay,2001,50.792397
PRY,Paraguay,2002,51.734894
PRY,Paraguay,2003,52.56899
PRY,Paraguay,2004,53.37761
PRY,Paraguay,2005,54.17942
PRY,Paraguay,2006,54.97409
PRY,Paraguay,2007,55.761646
PRY,Paraguay,2008,56.542442
PRY,Paraguay,2009,57.316162
PRY,Paraguay,2010,58.082848
PRY,Paraguay,2011,58.84252
PRY,Paraguay,2012,59.595493
PRY,Paraguay,2013,60.33296
PRY,Paraguay,2014,61.061073
PRY,Paraguay,2015,61.78319
PRY,Paraguay,2016,62.499588
PRY,Paraguay,2017,63.209805
PRY,Paraguay,2018,63.916706
PRY,Paraguay,2019,64.01893
PRY,Paraguay,2020,64.08422
PRY,Paraguay,2021,64.15145
PRY,Paraguay,2022,64.220604
PER,Peru,2000,44.898407
PER,Peru,2001,45.297035
PER,Peru,2002,45.691906
PER,Peru,2003,46.08346
PER,Peru,2004,46.471317
PER,Peru,2005,46.855087
PER,Peru,2006,47.235638
PER,Peru,2007,47.612167
PER,Peru,2008,47.933006
PER,Peru,2009,48.228485
PER,Peru,2010,48.52299
PER,Peru,2011,48.81574
PER,Peru,2012,49.10753
PER,Peru,2013,49.39757
PER,Peru,2014,49.686287
PER,Peru,2015,49.974052
PER,Peru,2016,50.260113
PER,Peru,2017,50.544853
PER,Peru,2018,50.83094
PER,Peru,2019,51.117947
PER,Peru,2020,51.406208
PER,Peru,2021,51.695312
PER,Peru,2022,51.98521
PHL,Philippines,2000,40.57443
PHL,Philippines,2001,40.68244
PHL,Philippines,2002,41.828182
PHL,Philippines,2003,42.992058
PHL,Philippines,2004,44.174133
PHL,Philippines,2005,44.532215
PHL,Philippines,2006,44.669987
PHL,Philippines,2007,44.80796
PHL,Philippines,2008,44.94614
PHL,Philippines,2009,45.08481
PHL,Philippines,2010,45.236443
PHL,Philippines,2011,45.452885
PHL,Philippines,2012,45.66887
PHL,Philippines,2013,45.884674
PHL,Philippines,2014,46.099743
PHL,Philippines,2015,46.314632
PHL,Philippines,2016,46.529064
PHL,Philippines,2017,46.747444
PHL,Philippines,2018,46.97026
PHL,Philippines,2019,47.197174
PHL,Philippines,2020,47.428127
PHL,Philippines,2021,47.66306
PHL,Philippines,2022,47.901905
POL,Poland,2005,91.9585
POL,Poland,2006,92.34341
POL,Poland,2007,92.729965
POL,Poland,2008,93.118195
POL,Poland,2009,93.50833
POL,Poland,2010,93.23505
POL,Poland,2011,92.95179
POL,Poland,2012,92.65699
POL,Poland,2013,92.35212
POL,Poland,2014,92.0369
POL,Poland,2015,91.71145
POL,Poland,2016,91.37842
POL,Poland,2017,91.038124
POL,Poland,2018,90.69059
POL,Poland,2019,90.335976
POL,Poland,2020,89.61919
POL,Poland,2021,88.90618
POL,Poland,2022,88.9145
PRT,Portugal,2000,93.65894
PRT,Portugal,2001,93.693436
PRT,Portugal,2002,93.72778
PRT,Portugal,2003,93.76341
PRT,Portugal,2004,93.80032
PRT,Portugal,2005,93.838234
PRT,Portugal,2006,93.87748
PRT,Portugal,2007,93.91785
PRT,Portugal,2008,93.9594
PRT,Portugal,2009,94.0019
PRT,Portugal,2010,94.12394
PRT,Portugal,2011,94.24457
PRT,Portugal,2012,94.363716
PRT,Portugal,2013,94.452354
PRT,Portugal,2014,94.53891
PRT,Portugal,2015,94.623344
PRT,Portugal,2016,94.70568
PRT,Portugal,2017,94.78596
PRT,Portugal,2018,94.864136
PRT,Portugal,2019,94.94031
PRT,Portugal,2020,95.01444
PRT,Portugal,2021,95.08658
PRT,Portugal,2022,95.15673
PRI,Puerto Rico,2000,75.13195
PRI,Puerto Rico,2001,75.24593
PRI,Puerto Rico,2002,75.35992
PRI,Puerto Rico,2003,75.47389
PRI,Puerto Rico,2004,75.587875
PRI,Puerto Rico,2005,75.70186
PRI,Puerto Rico,2006,75.81584
PRI,Puerto Rico,2007,75.92982
PRI,Puerto Rico,2008,76.0438
PRI,Puerto Rico,2009,78.83245
PRI,Puerto Rico,2010,81.62911
PRI,Puerto Rico,2011,84.43378
PRI,Puerto Rico,2012,87.24645
PRI,Puerto Rico,2013,90.06713
PRI,Puerto Rico,2014,92.89581
PRI,Puerto Rico,2015,95.732506
PRI,Puerto Rico,2016,98.5772
PRI,Puerto Rico,2017,99.446144
PRI,Puerto Rico,2018,99.741165
PRI,Puerto Rico,2019,99.87311
PRI,Puerto Rico,2020,99.87311
PRI,Puerto Rico,2021,99.87311
PRI,Puerto Rico,2022,99.87311
QAT,Qatar,2000,96.34022
QAT,Qatar,2001,96.34022
QAT,Qatar,2002,96.34022
QAT,Qatar,2003,96.34022
QAT,Qatar,2004,96.34022
QAT,Qatar,2005,96.34022
QAT,Qatar,2006,96.34022
QAT,Qatar,2007,96.34022
QAT,Qatar,2008,96.34022
QAT,Qatar,2009,96.68584
QAT,Qatar,2010,97.0315
QAT,Qatar,2011,97.3772
QAT,Qatar,2012,97.722946
QAT,Qatar,2013,97.57927
QAT,Qatar,2014,97.42227
QAT,Qatar,2015,97.26526
QAT,Qatar,2016,97.10822
QAT,Qatar,2017,96.951164
QAT,Qatar,2018,96.79409
QAT,Qatar,2019,96.63699
QAT,Qatar,2020,96.64294
QAT,Qatar,2021,96.64887
QAT,Qatar,2022,96.654816
REU,Reunion,2000,97.27297
REU,Reunion,2001,97.27297
REU,Reunion,2002,97.27297
REU,Reunion,2003,97.27297
REU,Reunion,2004,97.27297
REU,Reunion,2005,97.27297
REU,Reunion,2006,97.286514
REU,Reunion,2007,97.30006
REU,Reunion,2008,97.3136
REU,Reunion,2009,97.32714
REU,Reunion,2010,97.34068
REU,Reunion,2011,97.209755
REU,Reunion,2012,97.07879
REU,Reunion,2013,96.94778
REU,Reunion,2014,96.81673
REU,Reunion,2015,96.68564
REU,Reunion,2016,96.55451
REU,Reunion,2017,96.42335
REU,Reunion,2018,96.29214
REU,Reunion,2019,96.16089
REU,Reunion,2020,96.029594
REU,Reunion,2021,95.89827
REU,Reunion,2022,95.75359
ROU,Romania,2000,81.65202
ROU,Romania,2001,81.609
ROU,Romania,2002,81.588615
ROU,Romania,2003,81.62598
ROU,Romania,2004,81.66306
ROU,Romania,2005,81.700134
ROU,Romania,2006,81.73721
ROU,Romania,2007,81.77429
ROU,Romania,2008,81.81137
ROU,Romania,2009,81.84845
ROU,Romania,2010,81.88552
ROU,Romania,2011,81.9226
ROU,Romania,2012,81.92657
ROU,Romania,2013,81.91609
ROU,Romania,2014,81.90562
ROU,Romania,2015,81.90194
ROU,Romania,2016,81.90562
ROU,Romania,2017,81.91581
ROU,Romania,2018,81.93336
ROU,Romania,2019,81.957695
ROU,Romania,2020,81.98883
ROU,Romania,2021,82.02704
ROU,Romania,2022,82.07233
RUS,Russia,2000,74.74428
RUS,Russia,2001,74.74309
RUS,Russia,2002,74.78977
RUS,Russia,2003,74.84738
RUS,Russia,2004,74.90872
RUS,Russia,2005,74.96994
RUS,Russia,2006,75.03104
RUS,Russia,2007,75.092
RUS,Russia,2008,75.152855
RUS,Russia,2009,75.21329
RUS,Russia,2010,75.27389
RUS,Russia,2011,75.334366
RUS,Russia,2012,75.398674
RUS,Russia,2013,75.46647
RUS,Russia,2014,75.53827
RUS,Russia,2015,75.61346
RUS,Russia,2016,75.69224
RUS,Russia,2017,75.774574
RUS,Russia,2018,75.860115
RUS,Russia,2019,75.94883
RUS,Russia,2020,76.04064
RUS,Russia,2021,76.135506
RUS,Russia,2022,76.23311
BLM,Saint Barthelemy,2000,99.09897
BLM,Saint Barthelemy,2001,99.09897
BLM,Saint Barthelemy,2002,99.09897
BLM,Saint Barthelemy,2003,99.09897
BLM,Saint Barthelemy,2004,99.09897
BLM,Saint Barthelemy,2005,99.17019
BLM,Saint Barthelemy,2006,99.24143
BLM,Saint Barthelemy,2007,99.3127
BLM,Saint Barthelemy,2008,99.38399
BLM,Saint Barthelemy,2009,99.4553
BLM,Saint Barthelemy,2010,99.526634
BLM,Saint Barthelemy,2011,99.597984
BLM,Saint Barthelemy,2012,99.669365
BLM,Saint Barthelemy,2013,99.74077
BLM,Saint Barthelemy,2014,99.81219
BLM,Saint Barthelemy,2015,99.88364
BLM,Saint Barthelemy,2016,99.9551
BLM,Saint Barthelemy,2017,100
BLM,Saint Barthelemy,2018,100
BLM,Saint Barthelemy,2019,100
BLM,Saint Barthelemy,2020,100
BLM,Saint Barthelemy,2021,100
BLM,Saint Barthelemy,2022,100
SHN,Saint Helena,2002,88.6894
SHN,Saint Helena,2003,88.6894
SHN,Saint Helena,2004,88.6894
SHN,Saint Helena,2005,88.6894
SHN,Saint Helena,2006,88.6894
SHN,Saint Helena,2007,88.73442
SHN,Saint Helena,2008,88.77944
SHN,Saint Helena,2009,88.82446
SHN,Saint Helena,2010,88.86948
SHN,Saint Helena,2011,88.9145
SHN,Saint Helena,2012,88.95952
SHN,Saint Helena,2013,89.00454
SHN,Saint Helena,2014,89.04956
SHN,Saint Helena,2015,89.09458
SHN,Saint Helena,2016,89.1396
SHN,Saint Helena,2017,89.18462
SHN,Saint Helena,2018,89.22964
SHN,Saint Helena,2019,89.22964
SHN,Saint Helena,2020,89.22964
SHN,Saint Helena,2021,89.22964
SHN,Saint Helena,2022,89.22964
MAF,Saint Martin (French part),2000,96.7
MAF,Saint Martin (French part),2001,96.7
MAF,Saint Martin (French part),2002,96.7
MAF,Saint Martin (French part),2003,96.7
MAF,Saint Martin (French part),2004,96.7
MAF,Saint Martin (French part),2005,96.7
MAF,Saint Martin (French part),2006,96.7
MAF,Saint Martin (French part),2007,96.7
MAF,Saint Martin (French part),2008,96.7
MAF,Saint Martin (French part),2009,96.7
MAF,Saint Martin (French part),2010,96.69838
MAF,Saint Martin (French part),2011,96.692055
MAF,Saint Martin (French part),2012,96.68572
MAF,Saint Martin (French part),2013,96.6794
MAF,Saint Martin (French part),2014,96.673065
MAF,Saint Martin (French part),2015,96.66674
MAF,Saint Martin (French part),2016,96.66041
MAF,Saint Martin (French part),2017,96.65408
MAF,Saint Martin (French part),2018,96.64775
MAF,Saint Martin (French part),2019,96.641426
MAF,Saint Martin (French part),2020,96.63509
MAF,Saint Martin (French part),2021,96.62876
MAF,Saint Martin (French part),2022,96.62876
SPM,Saint Pierre and Miquelon,2007,83.1283
SPM,Saint Pierre and Miquelon,2008,83.1283
SPM,Saint Pierre and Miquelon,2009,83.1283
SPM,Saint Pierre and Miquelon,2010,83.1283
SPM,Saint Pierre and Miquelon,2011,83.1283
SPM,Saint Pierre and Miquelon,2012,83.1283
SPM,Saint Pierre and Miquelon,2013,83.1283
SPM,Saint Pierre and Miquelon,2014,83.1283
SPM,Saint Pierre and Miquelon,2015,83.1283
SPM,Saint Pierre and Miquelon,2016,83.1283
SPM,Saint Pierre and Miquelon,2017,83.1283
SPM,Saint Pierre and Miquelon,2018,83.1283
SPM,Saint Pierre and Miquelon,2019,83.1283
SPM,Saint Pierre and Miquelon,2020,83.1283
WSM,Samoa,2000,60.504856
WSM,Samoa,2001,60.530716
WSM,Samoa,2002,60.49463
WSM,Samoa,2003,60.425575
WSM,Samoa,2004,60.35709
WSM,Samoa,2005,60.473557
WSM,Samoa,2006,60.588886
WSM,Samoa,2007,60.70428
WSM,Samoa,2008,60.819508
WSM,Samoa,2009,60.93371
WSM,Samoa,2010,61.046913
WSM,Samoa,2011,61.15883
WSM,Samoa,2012,61.265396
WSM,Samoa,2013,61.513844
WSM,Samoa,2014,61.615078
WSM,Samoa,2015,61.71493
WSM,Samoa,2016,61.81374
WSM,Samoa,2017,61.912212
WSM,Samoa,2018,62.01586
WSM,Samoa,2019,62.07564
WSM,Samoa,2020,62.107063
WSM,Samoa,2021,62.145664
WSM,Samoa,2022,62.191715
SMR,San Marino,2000,100
SMR,San Marino,2001,100
SMR,San Marino,2002,100
SMR,San Marino,2003,100
SMR,San Marino,2004,100
SMR,San Marino,2005,100
SMR,San Marino,2006,100
SMR,San Marino,2007,100
SMR,San Marino,2008,100
SMR,San Marino,2009,100
SMR,San Marino,2010,100
SMR,San Marino,2011,100
SMR,San Marino,2012,100
SMR,San Marino,2013,100
SMR,San Marino,2014,100
SMR,San Marino,2015,100
SMR,San Marino,2016,100
SMR,San Marino,2017,100
SMR,San Marino,2018,100
SMR,San Marino,2019,100
SMR,San Marino,2020,100
SMR,San Marino,2021,100
SMR,San Marino,2022,100
STP,Sao Tome and Principe,2000,25.763308
STP,Sao Tome and Principe,2001,26.221447
STP,Sao Tome and Principe,2002,26.715313
STP,Sao Tome and Principe,2003,27.219223
STP,Sao Tome and Principe,2004,27.728031
STP,Sao Tome and Principe,2005,28.240631
STP,Sao Tome and Principe,2006,28.757452
STP,Sao Tome and Principe,2007,29.278362
STP,Sao Tome and Principe,2008,29.803219
STP,Sao Tome and Principe,2009,30.331274
STP,Sao Tome and Principe,2010,30.862951
STP,Sao Tome and Principe,2011,31.39778
STP,Sao Tome and Principe,2012,31.935879
STP,Sao Tome and Principe,2013,32.472206
STP,Sao Tome and Principe,2014,33.007347
STP,Sao Tome and Principe,2015,33.540966
STP,Sao Tome and Principe,2016,34.073025
STP,Sao Tome and Principe,2017,34.603508
STP,Sao Tome and Principe,2018,35.132385
STP,Sao Tome and Principe,2019,35.53753
STP,Sao Tome and Principe,2020,35.86638
STP,Sao Tome and Principe,2021,36.188213
STP,Sao Tome and Principe,2022,36.300694
SEN,Senegal,2000,20.02957
SEN,Senegal,2001,20.263725
SEN,Senegal,2002,20.497179
SEN,Senegal,2003,20.776388
SEN,Senegal,2004,21.091127
SEN,Senegal,2005,21.404764
SEN,Senegal,2006,21.717913
SEN,Senegal,2007,22.03026
SEN,Senegal,2008,22.3418
SEN,Senegal,2009,22.65223
SEN,Senegal,2010,22.962149
SEN,Senegal,2011,23.271248
SEN,Senegal,2012,23.579227
SEN,Senegal,2013,23.886383
SEN,Senegal,2014,24.19271
SEN,Senegal,2015,24.500572
SEN,Senegal,2016,24.809637
SEN,Senegal,2017,25.120453
SEN,Senegal,2018,25.432404
SEN,Senegal,2019,25.745743
SEN,Senegal,2020,26.060146
SEN,Senegal,2021,26.37587
SEN,Senegal,2022,26.69259
SRB,Serbia,2000,74.34195
SRB,Serbia,2001,74.38126
SRB,Serbia,2002,74.42055
SRB,Serbia,2003,74.459656
SRB,Serbia,2004,74.49904
SRB,Serbia,2005,74.538086
SRB,Serbia,2006,74.57712
SRB,Serbia,2007,74.616264
SRB,Serbia,2008,74.655235
SRB,Serbia,2009,74.69418
SRB,Serbia,2010,74.73295
SRB,Serbia,2011,74.77184
SRB,Serbia,2012,74.79855
SRB,Serbia,2013,74.82105
SRB,Serbia,2014,74.84368
SRB,Serbia,2015,74.86615
SRB,Serbia,2016,74.888756
SRB,Serbia,2017,74.91404
SRB,Serbia,2018,74.94201
SRB,Serbia,2019,74.97264
SRB,Serbia,2020,75.00594
SRB,Serbia,2021,75.042076
SRB,Serbia,2022,75.07525
SLE,Sierra Leone,2000,5.193293
SLE,Sierra Leone,2001,5.3065777
SLE,Sierra Leone,2002,5.4876246
SLE,Sierra Leone,2003,5.674207
SLE,Sierra Leone,2004,5.8662515
SLE,Sierra Leone,2005,6.069888
SLE,Sierra Leone,2006,6.2832136
SLE,Sierra Leone,2007,6.5013094
SLE,Sierra Leone,2008,6.7240515
SLE,Sierra Leone,2009,6.9512444
SLE,Sierra Leone,2010,7.1827683
SLE,Sierra Leone,2011,7.418571
SLE,Sierra Leone,2012,7.658525
SLE,Sierra Leone,2013,7.9023767
SLE,Sierra Leone,2014,8.150132
SLE,Sierra Leone,2015,8.401603
SLE,Sierra Leone,2016,8.65672
SLE,Sierra Leone,2017,8.915711
SLE,Sierra Leone,2018,9.178475
SLE,Sierra Leone,2019,9.444749
SLE,Sierra Leone,2020,9.7143135
SLE,Sierra Leone,2021,9.986945
SLE,Sierra Leone,2022,10.262419
SGP,Singapore,2000,100
SGP,Singapore,2001,100
SGP,Singapore,2002,100
SGP,Singapore,2003,100
SGP,Singapore,2004,100
SGP,Singapore,2005,100
SGP,Singapore,2006,100
SGP,Singapore,2007,100
SGP,Singapore,2008,100
SGP,Singapore,2009,100
SGP,Singapore,2010,100
SGP,Singapore,2011,100
SGP,Singapore,2012,100
SGP,Singapore,2013,100
SGP,Singapore,2014,100
SGP,Singapore,2015,100
SGP,Singapore,2016,100
SGP,Singapore,2017,100
SGP,Singapore,2018,100
SGP,Singapore,2019,100
SGP,Singapore,2020,100
SGP,Singapore,2021,100
SGP,Singapore,2022,100
SVK,Slovakia,2000,92.17964
SVK,Slovakia,2001,92.177986
SVK,Slovakia,2002,92.813324
SVK,Slovakia,2003,93.44967
SVK,Slovakia,2004,94.08702
SVK,Slovakia,2005,94.72538
SVK,Slovakia,2006,95.36474
SVK,Slovakia,2007,96.005104
SVK,Slovakia,2008,96.64649
SVK,Slovakia,2009,97.28888
SVK,Slovakia,2010,97.93309
SVK,Slovakia,2011,98.57904
SVK,Slovakia,2012,98.82872
SVK,Slovakia,2013,98.86433
SVK,Slovakia,2014,98.899925
SVK,Slovakia,2015,98.93553
SVK,Slovakia,2016,98.97113
SVK,Slovakia,2017,99.00673
SVK,Slovakia,2018,99.04233
SVK,Slovakia,2019,99.07793
SVK,Slovakia,2020,99.11353
SVK,Slovakia,2021,99.14913
SVK,Slovakia,2022,99.18473
SVN,Slovenia,2000,91.10523
SVN,Slovenia,2001,91.10523
SVN,Slovenia,2002,91.10523
SVN,Slovenia,2003,91.10523
SVN,Slovenia,2004,91.10523
SVN,Slovenia,2005,91.10523
SVN,Slovenia,2006,91.10523
SVN,Slovenia,2007,91.10523
SVN,Slovenia,2008,91.10523
SVN,Slovenia,2009,91.10523
SVN,Slovenia,2010,91.78527
SVN,Slovenia,2011,92.46532
SVN,Slovenia,2012,93.14536
SVN,Slovenia,2013,93.8254
SVN,Slovenia,2014,94.50545
SVN,Slovenia,2015,95.18549
SVN,Slovenia,2016,95.86553
SVN,Slovenia,2017,96.54558
SVN,Slovenia,2018,97.225624
SVN,Slovenia,2019,97.90566
SVN,Slovenia,2020,98.27432
SVN,Slovenia,2021,98.27432
SVN,Slovenia,2022,98.27432
,Small Island Developing States,2000,54.854286
,Small Island Developing States,2001,55.267982
,Small Island Developing States,2002,54.77271
,Small Island Developing States,2003,54.75212
,Small Island Developing States,2004,54.702423
,Small Island Developing States,2005,54.745117
,Small Island Developing States,2006,54.852657
,Small Island Developing States,2007,54.991947
,Small Island Developing States,2008,55.132423
,Small Island Developing States,2009,55.290924
,Small Island Developing States,2010,55.42841
,Small Island Developing States,2011,55.531807
,Small Island Developing States,2012,55.613556
,Small Island Developing States,2013,55.703907
,Small Island Developing States,2014,55.782352
,Small Island Developing States,2015,55.844677
,Small Island Developing States,2016,55.919083
,Small Island Developing States,2017,55.960354
,Small Island Developing States,2018,55.86433
,Small Island Developing States,2019,55.978695
,Small Island Developing States,2020,55.986176
,Small Island Developing States,2021,55.91618
,Small Island Developing States,2022,55.993107
KOR,South Korea,2002,97.10565
KOR,South Korea,2003,97.10565
KOR,South Korea,2004,97.10565
KOR,South Korea,2005,97.10565
KOR,South Korea,2006,97.10565
KOR,South Korea,2007,97.27112
KOR,South Korea,2008,97.43673
KOR,South Korea,2009,97.60248
KOR,South Korea,2010,97.76837
KOR,South Korea,2011,97.9344
KOR,South Korea,2012,98.10057
KOR,South Korea,2013,98.266884
KOR,South Korea,2014,98.43334
KOR,South Korea,2015,98.583755
KOR,South Korea,2016,98.692696
KOR,South Korea,2017,98.80168
KOR,South Korea,2018,98.91071
KOR,South Korea,2019,99.01979
KOR,South Korea,2020,99.128914
KOR,South Korea,2021,99.21022
KOR,South Korea,2022,99.28012
ESP,Spain,2000,99.352005
ESP,Spain,2001,99.35277
ESP,Spain,2002,99.38708
ESP,Spain,2003,99.42211
ESP,Spain,2004,99.45735
ESP,Spain,2005,99.49275
ESP,Spain,2006,99.52834
ESP,Spain,2007,99.564125
ESP,Spain,2008,99.60008
ESP,Spain,2009,99.60359
ESP,Spain,2010,99.60647
ESP,Spain,2011,99.60933
ESP,Spain,2012,99.59834
ESP,Spain,2013,99.57172
ESP,Spain,2014,99.54494
ESP,Spain,2015,99.547646
ESP,Spain,2016,99.55037
ESP,Spain,2017,99.553116
ESP,Spain,2018,99.55588
ESP,Spain,2019,99.55868
ESP,Spain,2020,99.56148
ESP,Spain,2021,99.56429
ESP,Spain,2022,99.56715
LKA,Sri Lanka,2000,44.6906
LKA,Sri Lanka,2001,44.820007
LKA,Sri Lanka,2002,44.948925
LKA,Sri Lanka,2003,45.078354
LKA,Sri Lanka,2004,45.207798
LKA,Sri Lanka,2005,45.336754
LKA,Sri Lanka,2006,45.526264
LKA,Sri Lanka,2007,45.715332
LKA,Sri Lanka,2008,45.904957
LKA,Sri Lanka,2009,46.094643
LKA,Sri Lanka,2010,46.283875
LKA,Sri Lanka,2011,46.47367
LKA,Sri Lanka,2012,46.66353
LKA,Sri Lanka,2013,46.86228
LKA,Sri Lanka,2014,47.0706
LKA,Sri Lanka,2015,47.288647
LKA,Sri Lanka,2016,47.516056
LKA,Sri Lanka,2017,47.753513
LKA,Sri Lanka,2018,48.00171
LKA,Sri Lanka,2019,47.82529
LKA,Sri Lanka,2020,47.591423
LKA,Sri Lanka,2021,47.3593
LKA,Sri Lanka,2022,47.127533
,Sub-Saharan Africa (SDG),2000,16.889923
,Sub-Saharan Africa (SDG),2001,17.209135
,Sub-Saharan Africa (SDG),2002,17.69097
,Sub-Saharan Africa (SDG),2003,18.189215
,Sub-Saharan Africa (SDG),2004,18.749063
,Sub-Saharan Africa (SDG),2005,19.324263
,Sub-Saharan Africa (SDG),2006,19.94405
,Sub-Saharan Africa (SDG),2007,20.593576
,Sub-Saharan Africa (SDG),2008,21.305456
,Sub-Saharan Africa (SDG),2009,22.044271
,Sub-Saharan Africa (SDG),2010,22.813406
,Sub-Saharan Africa (SDG),2011,23.360203
,Sub-Saharan Africa (SDG),2012,24.177612
,Sub-Saharan Africa (SDG),2013,25.02135
,Sub-Saharan Africa (SDG),2014,25.905022
,Sub-Saharan Africa (SDG),2015,26.830233
,Sub-Saharan Africa (SDG),2016,27.75012
,Sub-Saharan Africa (SDG),2017,28.65597
,Sub-Saharan Africa (SDG),2018,29.239088
,Sub-Saharan Africa (SDG),2019,29.821966
,Sub-Saharan Africa (SDG),2020,30.37254
,Sub-Saharan Africa (SDG),2021,30.926052
,Sub-Saharan Africa (SDG),2022,31.34643
SUR,Suriname,2000,51.580395
SUR,Suriname,2001,51.815754
SUR,Suriname,2002,52.05073
SUR,Suriname,2003,52.284714
SUR,Suriname,2004,52.51801
SUR,Suriname,2005,52.712658
SUR,Suriname,2006,52.90432
SUR,Suriname,2007,53.096325
SUR,Suriname,2008,53.28897
SUR,Suriname,2009,53.482536
SUR,Suriname,2010,53.676456
SUR,Suriname,2011,53.871014
SUR,Suriname,2012,54.06621
SUR,Suriname,2013,54.262047
SUR,Suriname,2014,54.462845
SUR,Suriname,2015,54.668613
SUR,Suriname,2016,54.878857
SUR,Suriname,2017,55.09333
SUR,Suriname,2018,55.312035
SUR,Suriname,2019,55.534252
SUR,Suriname,2020,55.760433
SUR,Suriname,2021,55.776257
SUR,Suriname,2022,55.79615
SWE,Sweden,2000,99.3919
SWE,Sweden,2001,99.40435
SWE,Sweden,2002,99.41695
SWE,Sweden,2003,99.42949
SWE,Sweden,2004,99.44196
SWE,Sweden,2005,99.45436
SWE,Sweden,2006,99.467155
SWE,Sweden,2007,99.48026
SWE,Sweden,2008,99.4932
SWE,Sweden,2009,99.505974
SWE,Sweden,2010,99.52669
SWE,Sweden,2011,99.54783
SWE,Sweden,2012,99.56925
SWE,Sweden,2013,99.59031
SWE,Sweden,2014,99.61101
SWE,Sweden,2015,99.631386
SWE,Sweden,2016,99.65143
SWE,Sweden,2017,99.67114
SWE,Sweden,2018,99.69054
SWE,Sweden,2019,99.70961
SWE,Sweden,2020,99.72807
SWE,Sweden,2021,99.73845
SWE,Sweden,2022,99.73888
CHE,Switzerland,2000,96.7
CHE,Switzerland,2001,96.700005
CHE,Switzerland,2002,96.7
CHE,Switzerland,2003,96.700005
CHE,Switzerland,2004,96.7
CHE,Switzerland,2005,96.7
CHE,Switzerland,2006,96.700005
CHE,Switzerland,2007,96.7
CHE,Switzerland,2008,96.7
CHE,Switzerland,2009,96.7
CHE,Switzerland,2010,96.7
CHE,Switzerland,2011,96.7
CHE,Switzerland,2012,96.7
CHE,Switzerland,2013,96.7
CHE,Switzerland,2014,96.7
CHE,Switzerland,2015,96.7
CHE,Switzerland,2016,96.700005
CHE,Switzerland,2017,96.7
CHE,Switzerland,2018,96.700005
CHE,Switzerland,2019,96.7
CHE,Switzerland,2020,96.7
CHE,Switzerland,2021,96.7
CHE,Switzerland,2022,96.700005
TJK,Tajikistan,2000,35.99046
TJK,Tajikistan,2001,37.02204
TJK,Tajikistan,2002,38.07823
TJK,Tajikistan,2003,39.15903
TJK,Tajikistan,2004,40.263874
TJK,Tajikistan,2005,41.393894
TJK,Tajikistan,2006,42.548515
TJK,Tajikistan,2007,43.72774
TJK,Tajikistan,2008,44.931564
TJK,Tajikistan,2009,46.159985
TJK,Tajikistan,2010,47.413002
TJK,Tajikistan,2011,48.52485
TJK,Tajikistan,2012,49.36804
